commento,valutazione,tossicita,tipo_tossicita,age_group,gender,utente_id,comment_cleaned,emoji_set,emoji_count,parole_maiusc,pos_tag,nrc_affect_dict,nrc_raw_scores,nrc_top_emotions,nrc_affect_frequencies,comm_polarita,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,comment_tokenized,comment_tok=2,comment_tok=3,comment_lemmatized,VAD_valence,VAD_arousal,VAD_dominance
Death to capitalism,A little violent,1,4,1,1,80,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
"You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.",Non violent,0,4,1,0,82,deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished,set(),0,[],"[('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD')]","{'deserve': ['anger', 'anticipation', 'positive', 'trust'], 'banished': ['anger', 'fear', 'negative', 'sadness']}","{'anger': 18, 'anticipation': 9, 'positive': 9, 'trust': 9, 'fear': 9, 'negative': 9, 'sadness': 9}","[('anger', 0.25)]","{'fear': 0.125, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.0, 'positive': 0.125, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.125}",0.0,20.930000000000003,22.895000000000003,26.654340722222223,-22.93499999999999,27.200000000000003,118.0,19.431676725154983,18.0,8.7878,"['deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished']","[('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished')]","[('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished')]","['deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish']",-0.146,0.149,-0.017
Kill or be killed,A little violent,1,4,2,0,87,kill killed,set(),0,[],"[('kill', 'NN'), ('killed', 'VBD')]","{'kill': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",-0.2,2.890000000000004,3.120000000000001,-1.1951889999999956,77.90500000000002,0.8,2.0,3.0,0.0,3.7357,"['kill', 'killed']","[('kill', 'killed')]",[],"['kill', 'kill']",-0.896,0.882,0.472
Death to capitalism,Non violent,0,4,1,1,92,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
DEATH TO THE WASP SCUM,A little violent,1,4,4,1,93,death wasp scum,set(),0,"['DEATH', 'TO', 'THE', 'WASP', 'SCUM']","[('death', 'NN'), ('wasp', 'NN'), ('scum', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise'], 'scum': ['disgust', 'negative']}","{'anger': 1, 'anticipation': 1, 'disgust': 2, 'fear': 1, 'negative': 2, 'sadness': 1, 'surprise': 1}","[('negative', 0.2222222222222222), ('disgust', 0.2222222222222222)]","{'fear': 0.1111111111111111, 'anger': 0.1111111111111111, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.1111111111111111, 'positive': 0.0, 'negative': 0.2222222222222222, 'sadness': 0.1111111111111111, 'disgust': 0.2222222222222222, 'joy': 0.0, 'anticipation': 0.1111111111111111}",-0.3,-2.619999999999999,0.4800000000000004,-0.1838763333333322,119.19,1.2000000000000002,3.0,3.0,0.0,10.675466666666663,"['death', 'wasp', 'scum']","[('death', 'wasp'), ('wasp', 'scum')]","[('death', 'wasp', 'scum')]","['death', 'wasp', 'scum']",-0.4813333333333333,0.1466666666666666,-0.2693333333333333
IM AS HIGH AS HELL AND YOURE ABOUT TO GET SHOT,A little violent,1,4,4,1,93,high hell get shot,set(),0,"['IM', 'AS', 'HIGH', 'AS', 'HELL', 'AND', 'YOURE', 'ABOUT', 'TO', 'GET', 'SHOT']","[('high', 'JJ'), ('hell', 'NN'), ('get', 'VB'), ('shot', 'JJ')]","{'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'shot': ['anger', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 2, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 2, 'surprise': 1}","[('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2)]","{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.1, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.1, 'joy': 0.0}",0.16,-2.229999999999998,-1.7674999999999983,-1.1481827499999984,118.175,1.6,4.0,3.0,0.0,3.8349,"['high', 'hell', 'get', 'shot']","[('high', 'hell'), ('hell', 'get'), ('get', 'shot')]","[('high', 'hell', 'get'), ('hell', 'get', 'shot')]","['high', 'hell', 'get', 'shoot']",-0.206,0.33075,0.2075
"When you raid: ""You're ugly, you're disgusting, I'm going to kill you. Give me 200 dollars.""",A little violent,1,4,1,1,95,raid ugly disgusting going kill give dollars,set(),0,[],"[('raid', 'NN'), ('ugly', 'RB'), ('disgusting', 'VBG'), ('going', 'VBG'), ('kill', 'JJ'), ('give', 'CD'), ('dollars', 'NNS')]","{'raid': ['anger', 'fear', 'negative', 'surprise'], 'ugly': ['disgust', 'negative'], 'disgusting': ['anger', 'disgust', 'fear', 'negative'], 'kill': ['fear', 'negative', 'sadness']}","{'anger': 2, 'fear': 3, 'negative': 4, 'surprise': 1, 'disgust': 2, 'sadness': 1}","[('negative', 0.3076923076923077)]","{'fear': 0.23076923076923078, 'anger': 0.15384615384615385, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.07692307692307693, 'positive': 0.0, 'negative': 0.3076923076923077, 'sadness': 0.07692307692307693, 'disgust': 0.15384615384615385, 'joy': 0.0}",-0.85,5.682857142857145,7.638571428571431,11.891632857142865,66.78714285714288,8.514285714285714,35.57142857142857,8.477225575051662,2.0,7.114342857142857,"['raid', 'ugly', 'disgusting', 'going', 'kill', 'give', 'dollars']","[('raid', 'ugly'), ('ugly', 'disgusting'), ('disgusting', 'going'), ('going', 'kill'), ('kill', 'give'), ('give', 'dollars')]","[('raid', 'ugly', 'disgusting'), ('ugly', 'disgusting', 'going'), ('disgusting', 'going', 'kill'), ('going', 'kill', 'give'), ('kill', 'give', 'dollars')]","['raid', 'ugly', 'disgust', 'go', 'kill', 'give', 'dollar']",-0.3753333333333333,0.431,-0.0683333333333333
If you tell people to go there you go to hell before you die,Non violent,0,4,4,0,100,tell people go go hell die,set(),0,[],"[('tell', 'NN'), ('people', 'NNS'), ('go', 'VBP'), ('go', 'VB'), ('hell', 'NN'), ('die', 'NN')]","{'hell': ['anger', 'disgust', 'fear', 'negative', 'sadness'], 'die': ['fear', 'negative', 'sadness']}","{'anger': 1, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 2}","[('fear', 0.25), ('negative', 0.25), ('sadness', 0.25)]","{'fear': 0.25, 'anger': 0.125, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.125, 'joy': 0.0}",0.0,-1.4499999999999993,-1.9450000000000005,-0.152538833333331,116.145,2.4000000000000004,6.0,3.0,0.0,3.9341,"['tell', 'people', 'go', 'go', 'hell', 'die']","[('tell', 'people'), ('people', 'go'), ('go', 'go'), ('go', 'hell'), ('hell', 'die')]","[('tell', 'people', 'go'), ('people', 'go', 'go'), ('go', 'go', 'hell'), ('go', 'hell', 'die')]","['tell', 'people', 'go', 'go', 'hell', 'die']",-0.3136,0.1054,-0.11
"I will massacre all G*mers on June 20tg

-Xi Jin pIng",Non violent,0,4,4,0,100,massacre g mers june tg -xi jin ping,set(),0,[],"[('massacre', 'NN'), ('g', 'NN'), ('mers', 'NNS'), ('june', 'VBP'), ('tg', 'JJ'), ('-xi', 'NNP'), ('jin', 'NN'), ('ping', 'NN')]","{'massacre': ['anger', 'disgust', 'fear', 'negative', 'sadness']}","{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]","{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.2, 'joy': 0.0}",0.0,-2.145,-0.9450000000000004,1.080264500000002,124.69,3.2,20.5,3.0,1.0,14.213050000000004,"['massacre', 'g', 'mers', 'june', 'tg', 'xi', 'jin', 'ping']","[('massacre', 'g'), ('g', 'mers'), ('mers', 'june'), ('june', 'tg'), ('tg', 'xi'), ('xi', 'jin'), ('jin', 'ping')]","[('massacre', 'g', 'mers'), ('g', 'mers', 'june'), ('mers', 'june', 'tg'), ('june', 'tg', 'xi'), ('tg', 'xi', 'jin'), ('xi', 'jin', 'ping')]","['massacre', 'g', 'mers', 'june', 'tg', 'xi', 'jin', 'ping']",-0.428,0.377,0.031
But these bones’ll kill ya,A little violent,1,4,4,0,100,bonesll kill ya,set(),0,[],"[('bonesll', 'NN'), ('kill', 'NN'), ('ya', 'NN')]","{'kill': ['fear', 'negative', 'sadness']}","{'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]","{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",0.0,1.313333333333336,0.4800000000000004,-0.1838763333333322,90.99000000000002,1.2000000000000002,36.333333333333336,3.0,1.0,10.675466666666663,"['bonesll', 'kill', 'ya']","[('bonesll', 'kill'), ('kill', 'ya')]","[('bonesll', 'kill', 'ya')]","['bonesll', 'kill', 'ya']",-0.896,0.882,0.472
"If you're white and use your gun to defend yourself, you'll be arrested as a racist and get life in jail.",A little violent,1,4,2,1,102,white use gun defend arrested racist get life jail,set(),0,[],"[('white', 'JJ'), ('use', 'NN'), ('gun', 'NN'), ('defend', 'NN'), ('arrested', 'VBN'), ('racist', 'NN'), ('get', 'VB'), ('life', 'NN'), ('jail', 'NN')]","{'white': ['anticipation', 'joy', 'positive', 'trust'], 'gun': ['anger', 'fear', 'negative'], 'defend': ['fear', 'positive'], 'jail': ['fear', 'negative', 'sadness']}","{'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 1, 'anger': 1, 'fear': 3, 'negative': 2, 'sadness': 1}","[('fear', 0.25)]","{'fear': 0.25, 'anger': 0.08333333333333333, 'anticip': 0.0, 'trust': 0.08333333333333333, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.16666666666666666, 'sadness': 0.08333333333333333, 'disgust': 0.0, 'joy': 0.08333333333333333, 'anticipation': 0.08333333333333333}",-0.05,4.964444444444446,5.050000000000001,8.351025111111113,75.50000000000001,8.044444444444444,20.11111111111111,8.477225575051662,1.0,3.955288888888889,"['white', 'use', 'gun', 'defend', 'arrested', 'racist', 'get', 'life', 'jail']","[('white', 'use'), ('use', 'gun'), ('gun', 'defend'), ('defend', 'arrested'), ('arrested', 'racist'), ('racist', 'get'), ('get', 'life'), ('life', 'jail')]","[('white', 'use', 'gun'), ('use', 'gun', 'defend'), ('gun', 'defend', 'arrested'), ('defend', 'arrested', 'racist'), ('arrested', 'racist', 'get'), ('racist', 'get', 'life'), ('get', 'life', 'jail')]","['white', 'use', 'gun', 'defend', 'arrest', 'racist', 'get', 'life', 'jail']",-0.1154285714285714,0.3657142857142857,0.2128571428571428
Death to capitalism,A little violent,1,4,1,0,104,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
Death to capitalism,A little violent,1,4,1,0,116,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
They deserve to go to jail.,A little violent,1,4,1,1,132,deserve go jail,set(),0,[],"[('deserve', 'NN'), ('go', 'VBP'), ('jail', 'NN')]","{'deserve': ['anger', 'anticipation', 'positive', 'trust'], 'jail': ['fear', 'negative', 'sadness']}","{'anger': 1, 'anticipation': 1, 'positive': 1, 'trust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('trust', 0.14285714285714285), ('positive', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.14285714285714285}",-0.1,1.313333333333336,0.4800000000000004,-0.1838763333333322,90.99000000000002,1.2000000000000002,36.333333333333336,3.0,1.0,3.7853,"['deserve', 'go', 'jail']","[('deserve', 'go'), ('go', 'jail')]","[('deserve', 'go', 'jail')]","['deserve', 'go', 'jail']",-0.0626666666666666,0.1833333333333333,0.0246666666666666
Death to capitalism,A little violent,1,4,2,1,134,death capitalism,set(),0,[],"[('death', 'NN'), ('capitalism', 'NN')]","{'death': ['anger', 'anticipation', 'disgust', 'fear', 'negative', 'sadness', 'surprise']}","{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('surprise', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('disgust', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",0.0,20.590000000000007,14.895000000000003,13.504438500000004,-48.994999999999976,20.8,52.0,8.477225575051662,1.0,7.9942,"['death', 'capitalism']","[('death', 'capitalism')]",[],"['death', 'capitalism']",-0.521,0.406,0.3199999999999999
"When you raid: ""You're ugly, you're disgusting, I'm going to kill you. Give me 200 dollars.""",A little violent,1,4,1,1,137,raid ugly disgusting going kill give dollars,set(),0,[],"[('raid', 'NN'), ('ugly', 'RB'), ('disgusting', 'VBG'), ('going', 'VBG'), ('kill', 'JJ'), ('give', 'CD'), ('dollars', 'NNS')]","{'raid': ['anger', 'fear', 'negative', 'surprise'], 'ugly': ['disgust', 'negative'], 'disgusting': ['anger', 'disgust', 'fear', 'negative'], 'kill': ['fear', 'negative', 'sadness']}","{'anger': 2, 'fear': 3, 'negative': 4, 'surprise': 1, 'disgust': 2, 'sadness': 1}","[('negative', 0.3076923076923077)]","{'fear': 0.23076923076923078, 'anger': 0.15384615384615385, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.07692307692307693, 'positive': 0.0, 'negative': 0.3076923076923077, 'sadness': 0.07692307692307693, 'disgust': 0.15384615384615385, 'joy': 0.0}",-0.85,5.682857142857145,7.638571428571431,11.891632857142865,66.78714285714288,8.514285714285714,35.57142857142857,8.477225575051662,2.0,7.114342857142857,"['raid', 'ugly', 'disgusting', 'going', 'kill', 'give', 'dollars']","[('raid', 'ugly'), ('ugly', 'disgusting'), ('disgusting', 'going'), ('going', 'kill'), ('kill', 'give'), ('give', 'dollars')]","[('raid', 'ugly', 'disgusting'), ('ugly', 'disgusting', 'going'), ('disgusting', 'going', 'kill'), ('going', 'kill', 'give'), ('kill', 'give', 'dollars')]","['raid', 'ugly', 'disgust', 'go', 'kill', 'give', 'dollar']",-0.3753333333333333,0.431,-0.0683333333333333
"If you do not heed my warning foolish mortal, you will suffer a thousand deaths",A little violent,1,4,1,0,139,heed warning foolish mortal suffer thousand deaths,set(),0,[],"[('heed', 'NN'), ('warning', 'VBG'), ('foolish', 'JJ'), ('mortal', 'NN'), ('suffer', 'NN'), ('thousand', 'CD'), ('deaths', 'NNS')]","{'warning': ['fear'], 'foolish': ['negative'], 'mortal': ['negative'], 'suffer': ['negative']}","{'fear': 1, 'negative': 3}","[('negative', 0.75)]","{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.75, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",0.0,7.368571428571428,11.675714285714283,16.931505142857148,54.7014285714286,2.8000000000000003,49.85714285714285,3.0,3.0,9.370057142857144,"['heed', 'warning', 'foolish', 'mortal', 'suffer', 'thousand', 'deaths']","[('heed', 'warning'), ('warning', 'foolish'), ('foolish', 'mortal'), ('mortal', 'suffer'), ('suffer', 'thousand'), ('thousand', 'deaths')]","[('heed', 'warning', 'foolish'), ('warning', 'foolish', 'mortal'), ('foolish', 'mortal', 'suffer'), ('mortal', 'suffer', 'thousand'), ('suffer', 'thousand', 'deaths')]","['heed', 'warn', 'foolish', 'mortal', 'suffer', 'thousand', 'death']",-0.2546666666666666,0.1899999999999999,-0.1641666666666666
"You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.
You deserve to be banished.",A little violent,1,4,1,0,140,deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished deserve banished,set(),0,[],"[('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD'), ('deserve', 'NN'), ('banished', 'VBD')]","{'deserve': ['anger', 'anticipation', 'positive', 'trust'], 'banished': ['anger', 'fear', 'negative', 'sadness']}","{'anger': 18, 'anticipation': 9, 'positive': 9, 'trust': 9, 'fear': 9, 'negative': 9, 'sadness': 9}","[('anger', 0.25)]","{'fear': 0.125, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.0, 'positive': 0.125, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.125}",0.0,20.930000000000003,22.895000000000003,26.654340722222223,-22.93499999999999,27.200000000000003,118.0,19.431676725154983,18.0,8.7878,"['deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished', 'deserve', 'banished']","[('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished'), ('banished', 'deserve'), ('deserve', 'banished')]","[('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished'), ('deserve', 'banished', 'deserve'), ('banished', 'deserve', 'banished')]","['deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish', 'deserve', 'banish']",-0.146,0.149,-0.017
"If they catch you, they will kill you",A little violent,1,4,3,1,142,catch kill,set(),0,[],"[('catch', 'NN'), ('kill', 'NN')]","{'catch': ['surprise'], 'kill': ['fear', 'negative', 'sadness']}","{'surprise': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.25), ('surprise', 0.25), ('negative', 0.25), ('sadness', 0.25)]","{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.25, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",0.0,-3.01,0.7650000000000006,-4.135114499999997,120.205,0.8,2.0,3.0,0.0,3.7357,"['catch', 'kill']","[('catch', 'kill')]",[],"['catch', 'kill']",-0.417,0.378,0.288
They deserve to go to jail.,A little violent,1,4,2,1,143,deserve go jail,set(),0,[],"[('deserve', 'NN'), ('go', 'VBP'), ('jail', 'NN')]","{'deserve': ['anger', 'anticipation', 'positive', 'trust'], 'jail': ['fear', 'negative', 'sadness']}","{'anger': 1, 'anticipation': 1, 'positive': 1, 'trust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}","[('fear', 0.14285714285714285), ('anger', 0.14285714285714285), ('trust', 0.14285714285714285), ('positive', 0.14285714285714285), ('negative', 0.14285714285714285), ('sadness', 0.14285714285714285), ('anticipation', 0.14285714285714285)]","{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.14285714285714285}",-0.1,1.313333333333336,0.4800000000000004,-0.1838763333333322,90.99000000000002,1.2000000000000002,36.333333333333336,3.0,1.0,3.7853,"['deserve', 'go', 'jail']","[('deserve', 'go'), ('go', 'jail')]","[('deserve', 'go', 'jail')]","['deserve', 'go', 'jail']",-0.0626666666666666,0.1833333333333333,0.0246666666666666
